symbol,group,event_date,gap_pct,ret60_pct,max_drawdown60_pct,pullback_from_60d_close_high_pct,dist_from_60d_high_pct,ema20_slope10_pct,higher_low_score,range10_pct,range20_pct,range10_vs20,range10_vs_prev20,atr10_vs40,vol10_vs40,up_days20_pct,ret_std10_pct,near_high_5,shallow_pullback_8,range_contract_075,range_vs_prior_075,volume_dry_080,volume_expand_110,atr_contract_080,atr_expand_110,trend_stack,higher_lows_2of2,ema20_gt_ema50,close_gt_ema20
SON,CONTROL,2026-01-29,0.0,21.56374324627248,-4.33005844310943,2.9602623649734925,3.585820117004927,4.088992596694863,2,4.895098166964984,14.562657399379276,0.3361404469471097,0.2923308058128323,1.0021301412964858,1.0262580322465145,60.0,1.1884108803016884,True,True,True,True,False,False,False,False,True,True,True,True
SON,CONTROL,2026-04-13,0.0,12.919787877120491,-11.25301481863995,3.7742404572117425,5.107961061850248,2.4190979380153355,1,8.357066180860716,13.487163879617015,0.6196310992773394,0.6700313347250263,0.8779261867059434,0.8451790523090501,50.0,1.651908127752595,False,True,True,True,False,False,False,False,True,False,True,True
SON,CONTROL,2026-06-24,0.0,1.739392319015609,-18.39533065047535,5.756816596106878,6.457451605801179,2.6885808581202486,0,10.96145990502151,14.496461356160628,0.7561472855831238,0.9100194929122192,1.1607527216627462,1.1125963115490625,50.0,2.1661275243717504,False,True,False,False,False,True,False,True,True,False,True,True
KFY,GAP,2026-06-23,4.574299795052261,6.7076062369073375,-8.12094089794143,8.120940897941429,9.301398756335393,2.774763349203968,2,10.516197756577682,12.124854046833544,0.8673257192175464,0.6301660779643043,1.0199493514273734,1.43522459385367,55.00000000000001,1.9471517763866328,False,False,False,True,False,True,False,False,False,True,True,False
KFY,CONTROL,2025-12-29,0.0,-3.019208176619248,-12.280954569953174,5.330555335942844,7.811990972940247,1.295257838950259,1,6.627119724738173,8.859782353757018,0.7480002848972834,0.5489782147733334,0.8108667073460284,1.186196597151848,50.0,0.8674448624539209,False,True,True,True,False,True,False,False,False,False,False,True
KFY,CONTROL,2026-03-12,0.0,-9.996962154711774,-15.03995503598814,12.214607083447843,12.700434372570205,-0.6411191124152116,1,7.931785963454274,10.568287444827584,0.7505270844365908,0.4058843552666304,1.0711575705543335,1.2420132791541374,45.0,1.506952564799247,False,False,False,True,False,True,False,False,False,False,False,False
KFY,CONTROL,2026-05-22,0.0,9.492811817696367,-7.0682358667761065,0.0,1.0616607101194584,-0.04837163430930769,2,9.11126323662954,9.910487248963573,0.9193557297177679,0.6655183078124788,1.072842790124556,0.9176909519558699,55.00000000000001,1.662470859959773,True,True,False,True,False,False,False,False,True,True,True,True
EXPD,GAP,2026-05-05,6.577904722455941,-15.34778518091171,-15.8809892526519,15.34778518091171,15.83734836037273,0.7147753179070682,1,11.599204099683913,11.599204099683913,1.0,1.809347895301198,1.0539835290758874,0.9583342461911919,50.0,1.8486153993587933,False,False,False,False,False,False,False,False,False,False,False,False
EXPD,CONTROL,2025-11-10,0.0,17.023587362131476,-9.459784122433778,0.0,0.952105866880369,6.174519884126495,1,20.723711378253327,25.28939369443417,0.8194625631857009,1.8938042297526962,1.64015202356425,1.5624884458675028,65.0,3.6075181292825045,True,True,False,False,False,True,False,True,True,False,True,True
EXPD,CONTROL,2026-01-23,0.0,34.044324209153444,-2.833414753297514,2.778446911685813,3.2040283727784646,3.756271744338391,2,4.690970719260812,10.56735101342352,0.4439116968199461,0.5984947866744533,1.077915962215147,1.16601456181895,50.0,1.3089100366281199,True,True,True,True,False,True,False,False,True,True,True,True
EXPD,CONTROL,2026-04-07,0.0,-9.037707817528984,-15.8809892526519,12.42729035385361,13.553450976619427,-0.7737284288715007,0,4.854982006705577,7.157806406764067,0.6782779151609437,0.48521162736961404,0.6255801436853787,0.5576259185246959,60.0,0.8024298598533545,False,False,True,True,True,False,True,False,False,False,False,True
SAIC,GAP,2026-06-01,15.345493794405574,11.9872440369303,-10.055114008409694,0.0,1.7166570009915572,3.6982128713352935,1,15.201561394206875,21.694210488688892,0.700719733595873,1.168896697249375,1.100414786954473,1.0554888498917316,55.00000000000001,1.5375475094245197,True,True,True,False,False,False,False,True,True,False,True,True
SAIC,CONTROL,2025-12-05,0.0,-5.10320851162539,-19.817350402831877,5.103208511625387,5.9953798031864585,-0.012813595537319866,0,24.334603298390235,24.334603298390235,1.0,1.3847864510351453,1.2991698172136288,1.5203518815890527,45.0,5.135379396015234,False,True,False,False,False,True,False,True,False,False,False,True
SAIC,CONTROL,2026-02-19,0.0,7.220504435263675,-27.842262207828973,20.11922534881679,20.935323517354227,-8.457912758665387,1,23.791323205480897,41.83521549773515,0.5686913028276118,1.229007400762382,1.3291731797355026,1.5740148647342793,45.0,5.768842763171653,False,False,True,False,False,True,False,True,False,False,False,False
SAIC,CONTROL,2026-05-01,0.0,-0.767915730500357,-16.409113134991838,4.583401771808344,6.03601563303707,-0.08133343210525723,2,5.660176716886811,11.73621828582958,0.48228284265306837,0.48228284265306837,0.8787826030991851,0.7510654881345251,45.0,1.1607894942502797,False,True,True,True,True,False,False,False,False,True,False,True
ACA,GAP,2026-06-22,6.743225971795064,27.342088963897492,-10.769461954711579,0.0,1.3937269494084146,2.9058407033536904,2,13.705584586297249,18.3098512008536,0.7485360987345598,0.9497115452342408,0.9583161667291247,1.123141166723851,65.0,2.270079591956889,True,True,True,False,False,True,False,False,True,True,True,True
ACA,CONTROL,2025-12-26,0.0,19.298656757562547,-4.2308411331851925,2.3898090274432406,2.622504633147329,2.993698872844308,2,5.653492365021751,9.346327231462425,0.604889196045958,0.3261499337952526,0.7791784386171883,0.9217186702897419,60.0,1.1552748042518919,True,True,True,True,False,False,True,False,True,True,True,True
ACA,CONTROL,2026-03-09,0.0,-0.7768126017905219,-16.14262009662847,14.231097656799646,16.08396987894923,-4.383694414259621,2,28.089041537803695,28.925587203408032,0.9710793886491689,1.7232834963330887,1.6908073274504876,1.7797676669893514,60.0,5.333158655495362,False,False,False,False,False,True,False,True,False,True,True,False
ACA,CONTROL,2026-05-21,0.0,-6.5080989680038615,-21.035297011864884,9.315769974861194,12.11830087964648,1.7133484494978868,2,14.431313018224756,17.29489751440838,0.834426050007063,0.6155306101615297,0.9999355911928827,0.8908446400195575,40.0,2.2949679977096875,False,False,False,True,False,False,False,False,False,True,True,False
ROKU,GAP,2026-05-01,7.665584570295425,26.516879445873908,-13.490169372713655,1.8276810721686212,2.866668701171875,9.237172052081366,2,8.991827123599737,32.99345620691343,0.2725336523463582,0.2824292160526377,1.0071524466730815,1.04776521773946,75.0,2.809078730819477,True,True,True,True,False,False,False,False,True,True,True,True
ROKU,CONTROL,2025-11-06,0.0,19.780593230527586,-12.228157327959476,3.507316261553041,10.149154462208143,3.8732532091976024,1,21.72371464917042,28.064111201302786,0.7740745642485185,1.2249594317645096,1.3580438925890899,1.4073325743925331,55.00000000000001,2.530885381328719,False,True,False,False,False,True,False,True,True,False,True,True
